Unnamed: 0,Sentences,gay,black,lesbian,chinese,indian
1016,"Yellow bruise on the breast: Causes, home remedies, and skin changes",0,0,1,0,0
1017,Peter Gay: Random thoughts on a snow-filled afternoon,0,0,0,0,0
1018,"Strip searches, trauma, isolation: Trans men describe life behind bars",0,0,0,0,0
1019,Evra: Players said having gay team-mate would be 'against their religion',1,0,1,0,0
1020,BuahPi Ciin,1,1,1,1,1
1021,I Belong Here by Anita Sethi review – a healing journey,0,0,1,0,1
1022,Is the balaclava trend offensive? These Muslim women say it’s complicated,1,0,1,0,0
1023,Black History Month Spotlight: William Madison McDonald – Welcome to the City of Fort Worth,0,0,0,0,0
1024,James Charles denies singing the N-word after 'James Charles Is Over Party' starts trending,0,0,0,0,0
1025,Narendra Modi's Foreign-Policy Juggling Act,0,0,0,0,1
1026,Exploring Racial Imaginaries in Soviet Visual Culture,0,1,1,0,1
1027,Bowling for Boobies raises thousands of dollars,0,0,0,0,0
1028,The Unraveling of the Muslim World,0,1,1,0,1
1029,"What Art, Harper Lee and The N-Word Teach Us About Difficult Conversations",0,0,1,0,0
1030,Why the rise of the ironic homophobic meme isn't a bad thing,1,1,1,1,0
1031,“Call Me a F*g One More Time”: Bullied Teen's Slap Goes Viral,1,0,0,0,0
1032,42 Dugg and Roddy Ricch's '4 Da Gang' Lyrics,1,1,0,0,0
1033,"As Latino Workforce Grows, Company Culture Struggles to Adapt",1,0,0,0,0
1034,DCEU Harley Quinn Is Bisexual - Is She In The Comics?,1,0,1,0,0
1035,Keith Richards and Noel Gallagher Compared Bad Bandmates,1,1,1,0,0
1036,CPS apologises for 'victim blaming' in bisexual doctor's murder trial,0,0,1,0,0
1037,"Man carved with knife in homophobic attack in Madrid, Spain",0,0,0,0,0
1038,Shigella: Warning over rise in ‘extremely drug-resistant’ STI in gay and bisexual men,1,0,1,0,0
1039,Sensitive breast: Possible causes and when to see a doctor,0,0,1,0,0
1040,"'Rattle Snake': After 'Living in Bondage,' another classic Nollywood is in the works",0,0,0,0,0
1041,"Books including 'Gender Queer' being pulled from schools, sparking controversy",0,0,1,0,0
1042,Chicago Traffic Cameras Issue Most Tickets to Black and Latino Drivers,0,0,0,0,0
1043,Can You Increase Breast Size Naturally?,1,0,1,0,0
1044,India Defense Ministry denies clearance to film about gay former soldier,1,0,0,0,0
1045,"Phantomtits graphic novel to release second volume, bringing awareness of transgender issues to a national audience",0,0,0,0,0
1046,Superhero films must catch up on LGBT representation,1,0,1,0,0
1047,Teen runners sue to block trans athletes from girls' sports,0,0,1,0,0
1048,"Bisexual Men, What Misconceptions Are You Tired Of Hearing?",1,1,1,0,0
1049,"Hall of Fame nod long overdue for Buck O'Neil, a baseball legend and class act | Opinion",1,0,0,0,0
1050,Unapologetically Queer: Kit Williamson on “EastSiders” and Revolutionary Representation,1,1,1,1,1
1051,Avon Police Department to swear in two new officers,0,0,0,0,0
1052,Keeping the Faith column: Islamophobia has forced American Muslim community to evolve,0,0,0,0,0
1053,Boosie BadAzz Says He Has White Friends That Call Him N-Word,0,0,0,0,0
1054,21 people who have come out in 2021,0,0,0,0,1
1055,Ramsey Solutions faces federal lawsuit after termination of lesbian employee,0,0,1,0,0
1056,Reactions as #PolPotPatel trends due to Border Force immunity over refugee drownings,0,0,0,0,0
1057,Liberal cardinal calls for revised Catholic teaching on gay people,1,0,1,0,0
1058,Transgender group applauds transfer of detainees from criticized ICE facility in New Mexico,0,0,0,0,0
1059,Trans-Atlantic and trans-Pacific dialogue: Alliances at crossroads,1,0,1,1,1
1060,4 KC Royals retired numbers: Who also wore them?,0,1,1,1,1
1061,Hedi El Kholti and Chris Kraus on Sylvère Lotringer,0,1,0,1,1
1062,Top diplomat: 'The indiscriminate availability of weapons in the US harms Mexico' | TheHill,0,0,0,0,0
1063,All-transgender hockey team takes the ice in Wisconsin,0,0,0,0,0
1064,'Absolutely pathetic' - Pundits go in for Wales after drubbing in Dublin,0,0,1,0,0
1065,We Need To Discuss Light-Skinned Privilege In The Real Housewives of Potomac,0,0,1,0,0
1066,60 Percent of Men Apparently Wash Their Penises Wrong,0,0,0,0,0
1067,"Inside China's Olympic Bubble: Sleeping Pods, Meals Served By Robots",0,0,0,0,0
1068,Reds Hall of Fame hosts Negro Leagues exhibit - Cincinnati Business Courier,0,0,0,0,0
1069,Vinny Del Negro reveals his favorite golf course and dream foursome,0,0,0,0,0
1070,What’s Causing Your Breast Pain or Tenderness?,0,0,1,0,0
1071,John Lanchester · 'Succession' · LRB 19 November 2019,0,0,0,0,1
1072,Visiting Our Past: Pritchard faced the turmoil of the times while an NC senator,0,0,0,0,0
1073,"He’s Been a Walleye, a Steelhead, a Griffin, a Komet, a Comet and a Phantom. Now He’s an Olympian.",0,0,0,0,0
1074,Halsey Bares Breast on New Album Cover in Instagram Post,0,0,1,0,0
1075,"UK 'leads the charge' in demonising trans people, Natasha Devon declares",0,0,1,0,0
1076,"'The Many Saints of Newark' is an Embarrassing, Unnecessary Stain on 'The Sopranos' Legacy (FILM REVIEW)",0,1,1,0,0
1077,(Olympics) S. Koreans up in arms over depiction of hanbok as Chinese during opening ceremony,0,0,0,0,0
1078,"Amid trans athlete debate, Penn’s Lia Thomas loses to trans Yale swimmer",0,0,1,0,0
1079,'Manifest' Season 2 Episode 7: Is Saanvi gay or bisexual? LGBTQ+ supporters thank showrunners for the twist,1,0,1,0,0
1080,Jamelle Bouie: Du Bois would have seen right through the CRT backlash,1,0,1,0,1
1081,"Why So Many Black Voters Are Democrats, Even When They Aren’t Liberal",1,1,1,0,0
1082,Sony is planning to make Spider-Man bisexual and give him a boyfriend,1,0,0,0,0
1083,Navy linebacker Diego Fagot ready to 'take off' thanks to knowledge and experience,1,0,0,0,0
1084,"The Making Of Bobby Shmurda’s ""Hot Nigga"" With Jahlil Beats",1,0,0,0,0
1085,Lead Poisoning in Black Communities: History & Consequences,0,1,1,0,0
1086,One more body in the septic tank that is British colonial history,0,0,0,0,0
1087,Kerry Kennedy Says Daughter Michaela 'Brings Sunshine to My Life' in Sweet Instagram Post,0,0,1,0,0
1088,2 Biblical cities that summarize Lent and Easter,0,0,0,0,0
1089,Summer Walker – 4th Baby Mama Lyrics,0,0,1,0,0
1090,"Hillary Clinton gay rumors resurface; Bill Clinton's wife accused of being bisexual, having multiple partners",1,0,1,0,0
1091,One In Three Black Trans Youth Attempt Suicide,0,1,1,0,0
1092,"Internalized biphobia: Definition, examples, allyship, and more",1,1,1,1,1
1093,Zora Neale Hurston's Reflections and Insights Are Captured in “You Don't Know Us Negroes”,0,1,1,0,1
1094,Film director talks about coming-of-age story featuring Latina teen in mixed-status family,0,0,0,0,0
1095,Day 3 of the 2022 Beijing Winter Olympics: Live news and results,0,0,0,0,0
1096,What I've learned as a bisexual woman in a straight relationship,1,0,1,0,0
1097,"The Black middle class needs political attention, too",1,1,1,0,0
1098,Disgraced Justin Thomas loses yet another sponsor over homophobic slur,1,0,1,0,0
1099,I’m A Bisexual Woman. I’m Also A Christian. Here’s How I Came To Accept Myself.,1,1,1,0,0
1100,The African Continental Free Trade Area: Opportunities for India,1,1,0,1,1
1101,What Bernie Sanders Is Doing Differently to Win Over Latino Voters,1,0,0,0,0
1102,Singing in Dark Times: Art and Resistance in South Asia,0,1,1,0,0
1103,"Amendments won't protect trans students | Magnet | Eden, NSW",0,0,0,0,0
1104,FPCHS Junior Jack Petocz Receives National Attention for Efforts Against Book Bans,0,0,0,0,0
1105,MasterChef UK: 'Disastrous' The Professionals contestant drops food and uses show as test kitchen,0,0,0,0,0
1106,Trans kids don't get the mental health care they're entitled to,1,1,1,0,0
1107,"11 Homoromantic FAQs: What It Means, Who It's For, Signs",1,1,1,1,1
1108,Listen: Brookline church embraces power of Negro spirituals,0,1,1,0,0
1109,More straight people are being diagnosed with HIV than gay men,1,0,0,0,0
1110,A Queer Underground Novel Finally Gets Its Due,1,1,1,0,0
1111,South Asian businesses find their groove in the Mission,1,1,1,1,1
1112,"75 Breast Cancer Quotes for Awareness, Survivors, and Those Fighting It",0,0,0,0,0
1113,Meet the disability advocate petitioning to make dating apps more inclusive,1,0,1,0,0
1114,Latter-day Saint leaders support Arizona’s new gay rights bill,1,0,1,0,0
1115,Hear what four Minnesota composers did with their $25K McKnight Fellowships,0,0,0,0,0
1116,André Leon Talley didn’t like the label ‘gay’ and never had a husband,0,0,0,0,0
1117,"Yes, Dolphins Have Lesbian Sex – INTO",1,0,1,0,0
1118,"If I recall correctly in the last NDP government there was balconeygate, and bingogate.",0,0,0,0,1
1119,US Muslim advocates weigh in on abortion rights battle,0,0,1,0,0
1120,Coronation Street: Former star Amanda Barrie says coming out as bisexual in the 1980s would have ended role,1,0,1,0,0
1121,"Rudy Gay isn't expected back soon, but he tells Utah Jazz fans not to be worried",1,0,0,0,0
1122,Emory junior's debut novel showcases young Black Muslim women's voices | Emory University | Atlanta GA,0,0,1,0,0
1123,RuPaul's Drag Race: All the Transgender Queens (Photos),0,0,1,0,0
1124,Exceptional Family Drama and Lesbian Romance Marte Um Fights for Kindness,1,0,1,0,0
1125,What is the Islamic New Year? A scholar of religion explains,0,0,0,0,1
1126,Blue Footed Boobies: Wilmington rock pair commands attention,1,1,1,0,0
1127,"Birdman: Drake Richest Rapper, NBA YoungBoy Biggest Rapper - XXL",1,0,0,0,0
1128,Wayward brown booby a delight for Ohio birders,0,0,0,0,0
1129,Trans Rights and Gender Identity,1,1,1,1,1
1130,Teenage catfish allegedly lure three gay men to a park before assaulting them,0,0,0,0,0
1131,'28 Days of Black Excellence' 2022 Honorees,1,1,0,0,1
1132,Transgender woman defends use of 'faggot' in Fairytale Of New York,0,0,1,0,0
1133,Preston house robber,0,0,0,0,0
1134,9 Awesome Black Video Game Characters,1,1,1,0,1
1135,NLBM to celebrate Negro League HOFers,1,1,0,0,0
1136,China's Overwrought Response to Biden's Democracy Summit Is Telling,0,0,0,1,0
1137,Chinese City of 3.6 Million Locked Down as Virus Spreads,0,0,0,1,0
1138,When John Lennon invited the Black Panther leader onto a US talk show,0,0,0,0,0
1139,Woman’s Place UK is not a ‘trans-exclusionist hate group’,1,0,1,1,0
1140,More straight people are being diagnosed with HIV than gay men,1,0,0,0,0
1141,Where Is China Investing? Communist Leaders Are Becoming Venture Capitalists,0,0,0,1,0
1142,"'Living in Bondage': After grossing N163 million, this 2019 sequel is coming back to cinemas soon",0,0,0,0,0
1143,‘Miserable and Dangerous’: A Failed Chinese Promise in Serbia,0,0,1,1,0
1144,The Day New Queer Cinema Said: Let’s Do This,1,0,1,0,1
1145,"Dublin Bus ordered to pay passenger €7,500 over gay slur claims",0,0,0,0,0
1146,Sex Story: The Start-Up Exec Having a Sexual Awakening,1,0,1,0,0
1147,Muslims and Islam Knowledge Quiz,0,0,0,0,1
1148,"Hispanic Center, Alzheimer's Association teaming up for virtual forum",0,0,0,0,0
1149,Comments for Disney Bans Guest For Life After Police Escort Him Off Property For Foul Behavior,0,0,0,0,0
1150,You All Had A Series Of Fascinating Thoughts About The Phrase “Dog C*nt” After Tonight’s ‘Bachie’,0,0,0,0,0
1151,Hilarious Comments on Kanye West and Kim Kardashian's Daughter's TikTok Go Viral,1,0,1,0,0
1152,Black History Month: Williams A Key Figure In Mountaineer Basketball's Integration - West Virginia University Athletics,0,0,0,0,0
1153,Megan Thee Stallion Responds to Hip-Hop Addressing LGBTQ Hate - 'It Is About Time',1,0,1,0,0
1154,Why Are Abuses & Slang Words Always Directed At Women’s Genitals?,0,0,1,0,0
1155,"Who Is America: Georgia lawmaker Jason Spencer yells racial slurs in ""anti-terrorism"" video.",0,0,0,0,0
1156,The Internet Is Coming for Gina Rodriguez for Using the N-Word & Non-Black Latinos Need to Be Listening,0,0,1,0,0
1157,Perspective | Today is National Coming Out Day. Here's why I waited until age 48 to tell people I'm gay.,1,0,0,0,0
1158,Latino leaders plan lawsuit to change 'gross' underrepresentation in Houston City Council,0,0,0,0,0
1159,I'm A Young Bi Dad. Here's What People Get Wrong About Me,1,0,0,0,0
1160,'Bisexual men do exist' • The Tulane Hullabaloo,1,1,0,0,0
1161,"Latino voters fond of Bernie Sanders. Big name Latino politicians, not much",1,0,0,1,0
1162,Philadelphia Orchestra and musical schoolchildren join forces to celebrate pioneering Black composer,0,0,0,0,0
1163,Can you imagine the Globe's stance - but applied to Trump.,0,0,0,0,0
1164,‘MLK/FBI’ Director Sam Pollard Teams With ‘Summer Of Soul’ Exec Producers On Negro League Doc ‘The League’,0,0,0,0,0
1165,Cottagecore is the pastoral fantasy aesthetic taking over TikTok,0,0,1,0,1
1166,Wikipedia faces backlash after saying pansexuality and bisexuality are the same,1,0,1,0,0
1167,'He was supposed to make it': San Antonio Negro League baseball player remembered for his athleticism,1,0,0,0,0
1168,"Day Nigga Raw, African China set Ebonyi on fire",0,0,0,0,0
1169,Vehicle fire closes Trans-Canada lanes near Helmcken Road,0,0,0,0,0
1170,Scientists unravel mystery of echidnas' bizarre 4-headed penis,0,0,0,0,0
1171,"Lunar New Year is China's biggest holiday. For the third straight year, many families will be forced to spend it apart",0,0,0,0,0
1172,Pakistan's Textile Exports to Surge as Orders Move From Rivals,0,0,0,0,0
1173,Report: Hispanics And Latinos Are Underrepresented In Hit Movies,1,1,1,0,0
1174,"George, you say I ""dismiss, marginalize, demean, shout down anyone who disagrees with [me]. """,0,0,1,0,0
1175,Most Anticipated Reads for the Rest of Us 2022,0,0,0,0,1
1176,50 Best Gay Songs: LGBTQ+ Songs To Celebrate Pride All Year,1,0,0,0,0
1177,Japanese rope-tying is more than bondage – The Vermont Cynic,0,0,0,0,0
1178,‘It’s OK to be gay’: family supports 12-year-old in first Pride March,1,0,0,0,0
1179,Are non binary people trans?,1,1,1,1,1
1180,OMG.,1,1,1,1,1
1181,Helado Negro Announces 2022 World Tour,0,0,0,0,1
1182,Chinese American figure skaters shine for Team USA in Beijing,0,0,0,0,0
1183,The long wait is over: Major League Baseball finally honors Negro League greats,0,0,0,0,0
1184,"Lil Durk Appears to Throw Shots on Leaked Song With Lil Baby, Meek Mill - Listen",1,0,0,0,0
1185,Rudy Gay makes a big first impression on the Utah Jazz: 'He's a hell of a player 26 seasons in',1,0,0,0,0
1186,Why average penis length is probably much shorter than you think: TikTok doc,1,0,1,1,0
1187,"MLK speakers: Embrace, occupy your Black stories | Cornell Chronicle",0,1,1,0,0
1188,"China's snowboard fans flock to buy panda boards, goggles",0,0,0,0,0
1189,Pooja Jesrani is NASA's first ever South Asian female flight director,0,0,1,0,0
1190,Our bartender: Toronto's queer communities are rallying for 'cherished matriarch' Patricia Wilson,0,0,1,0,0
1191,A look at eight central Illinois ties to Negro Leagues ahead of new AAHM baseball exhibit,0,0,0,0,0
1192,Kate Hina Sabatine Is Bringing Comedic Queer Content—and Style—to TikTok,1,1,1,0,0
1193,"Esteban Torres, L.A. congressman who championed Latino rights, dies at 91",0,0,0,0,0
1194,PewDiePie must not be excused. Using the N-word is never OK,0,0,0,0,0
1195,"In India, wearing hijab bars some Muslim students from class",0,0,0,0,0
1196,'I performed the least gay version of my body I possibly could',1,0,1,0,0
1197,"'L' is for Lesbian, 'G' is for Gay: what does LGBTIAQ+ stand for anyway?",1,1,1,0,0
1198,Man said COVID caused his penis to shrink,1,0,0,0,0
1199,The Spine Collector,0,1,1,1,1
1200,Vampire finches: how little birds in the Galápagos evolved to drink blood,0,0,0,0,0
1201,"All 285 Jay-Z Songs, Ranked From Worst to Best",0,0,1,0,0
1202,Why do Bangladeshi migrants take irregular routes to Italy?,0,0,0,1,0
1203,Opinion | My Trans Journey Through Passport,0,0,1,1,1
1204,"Meek Mill Calls Out Wack 100, Says Wack Is Trying to Control Younger Gangs",0,0,0,0,0
1205,"James Bidgood, a Master of Gay Photography, Dies at 88",1,0,0,0,0
1206,Angela Rayner says family has faced terrifying and explicit abuse,0,1,1,0,0
1207,Latino vs Hispanic - The Difference Between the Meanings,1,1,1,1,1
1208,The Black Panthers: Vanguard of the Revolution | Documentary about Black Panther Party | Independent Lens,0,1,0,0,0
1209,"Hamtramck City Council will be all Muslim, likely first in US, in January",0,0,0,0,0
1210,Celebrating Black History: Garret Gatewood makes history as Rancho Cordova’s first Black mayor,1,0,0,0,0
1211,Nevada Democratic debate: Warren slams Bloomberg for calling women “fat broads” and “horse-faced lesbians”,0,0,1,0,0
1212,Best Black Friday Deals Ireland at Best,1,1,1,1,0
1213,"Fruit Salad Open Mic Night Moves To Dorothy Bar, Creating LGBTQ+ Hub In Ukrainian Village",0,0,0,0,0
1214,Four to 144 pages: South Asian Saathee magazine highlights community over 20 years,0,0,0,0,0
1215,L Devine says parents feared she'd 'corrupt' their daughters into becoming lesbians,0,0,1,0,0
1216,"Deaf Rappers to Perform With Dr. Dre, Eminem and Others at 2022 Super Bowl Halftime Show",0,0,0,0,0
1217,"Latino hipsters in the old hood? Like its creators, Netflix's 'Gentefied' is life 'between worlds'",1,0,0,0,0
1218,How a Muslim dating app made UK man’s search for a wife go viral,1,0,0,0,0
1219,"Hansa Dave Obituary (1931 - 2022) - Madison, WI - Madison.com",0,0,0,0,0
1220,"China’s Births Hit Historic Low, a Political Problem for Beijing",0,0,1,1,0
1221,A Gay Man Burned a Bible in Protest at a Tennessee Book Burning,0,0,0,0,0
1222,Fanny's faggots haven't gone down well after Google bans advert,0,0,1,1,0
1223,Amy Schneider is first trans contestant to qualify for 'Jeopardy!' Tournament of Champions,0,0,0,0,0
1224,"Diversity, Equity and Inclusion Coordinator, Mo Jackson, Joins South Sound Parent to Parent",0,0,0,0,0
1225,Miranda Hobbes 'And Just Like That' Sexuality Essay,1,1,1,1,1
1226,SAG Steering Committee to meet on Feb 10 for the first time,1,0,0,0,0
1227,"Black History Month observances include Stafford Dinner, ""The Loyola Project"" screening",0,0,0,0,0
1228,22 Best Lesbian and Bisexual Shows - Queer TV Shows to Stream,1,0,1,0,0
1229,Opinion | How Italians Became 'White',1,0,0,1,1
1230,"Hunter Biden, former Biden aide invested in Chinese company tied to Communist Party, NBA China",0,0,0,1,0
1231,Kerri Colby Was One of the First People Kornbread Came Out To,0,0,0,0,0
1232,Lesbian & Bisexual Celebrities,1,1,1,1,0
1233,VMI to change honor system said to expel Black cadets more often,0,1,1,0,0
1234,'Living in Bondage: breaking Free' May Return to Cinemas Nationwide,0,0,0,0,0
1235,Rejected Mail Ballots Are Showing Racial Disparities,0,1,1,1,0
1236,"Remembering Danyale Thompson, Black Trans Woman Tragically Killed",0,1,1,0,0
1237,PUTTING THE BOO! IN BOOBIES: GRITTY IN PINK AND KEEP A BREAST ANNOUNCE HALLOWEEN SPECIAL,0,0,1,0,0
1238,The Performance of Racial Passing,1,1,1,1,1
1239,Chinese Tourists Aren't Coming Back Any Time Soon,0,0,0,1,0
1240,Drake – Knife Talk Lyrics,0,0,0,0,0
1241,Lauryn Hill’s innovative ‘Miseducation’ music teaches lasting lessons,0,1,1,0,0
1242,Pam & Tommy: Talking Penis Scene Shocks Viewers,1,0,1,0,0
1243,Y: The Last Man: The tricky trans politics of the FX series on Hulu,0,0,0,0,0
1244,Monte Irvin,0,1,0,1,1
1245,"Caleb “The Negro Artist” Rainey On Poetry, Race And Understanding",0,1,1,0,0
1246,Report - Lil Uzi Vert Pleads No Contest in Assault Case Against Ex-Girlfriend,0,0,1,0,0
1247,The Damage Fascism Has Done to Trans and Disability Research,0,1,1,0,0
1248,Bill abandons trans students: advocates,0,0,1,1,0
1249,"""I Realized I Was Gay"": Men Who Came Out Later In Life Are Sharing What It Was Like For Them To Reveal That Truth And Live Authentically",1,0,0,0,0
1250,"Virus Disrupts China’s Shipping, and World Ports Feel the Impact",0,0,0,0,0
1251,"EXCLUSIVE: Family of gay, Asian man demands answers in son's death 2 years later",1,0,0,0,0
1252,'My career-ending injury was a beautiful nightmare' - Thomas Beattie on how he finally accepted himself as gay,1,0,0,0,0
1253,"China Briefing, 20 January 2022: 'Record-high' coal output; Winter Olympics 2022; Xi's new directives",0,0,0,0,0
1254,Religious freedom bill: What happens if Scott Morrison's bill becomes law?,0,0,0,0,0
1255,Black and Latino districts have been cut in redistricting maps approved so far,0,1,1,0,0
1256,Jorge Zamanillo Appointed Founding Director of Smithsonian's Latino Museum,0,0,0,0,1
1257,Did Colton Underwood Know He Was Gay When He Went on 'The Bachelor'?,1,0,0,0,0
1258,Trans teens may not share gender identity to providers,1,0,1,0,0
1259,My husband is gay but we’re married with two kids and have great sex,1,0,1,0,0
1260,Mater Dei vs. St. John Bosco: Coach Jason Negro breaks down Trinity League football showdown,0,0,0,0,0
1261,Teacher told students fetuses turn gay when they're “unwanted in your parents' womb”,0,0,0,0,0
1262,Panel of jabbering boobies rough up Mr Busy Fingers,0,1,1,0,0
1263,Santa Cruz County’s first Latino superior court judge retires,0,0,0,0,0
1264,Outlander's John Bell 'had moments of wanting to pray the gay away',1,0,1,0,0
1265,'I told my wife & kids I was gay but now I can't speak to my family in Nigeria',0,0,0,0,0
1266,McConnell responds to backlash over remark about Black voters,0,1,1,0,0
1267,Nightengale's Notebook: Brian Flores lawsuit holds a mirror up to MLB's disgraceful hiring practices,0,0,0,0,0
1268,Boston's Generation Z population want somewhere to be queer,1,1,1,0,0
1269,Nicki Minaj Insults Joy-Ann Reid Over COVID-19 Vaccine Comments,0,0,1,0,0
1270,"Kolkata: Classes break barriers, Muslim kids go to school in temple of learning",0,0,0,0,0
1271,"Ozzie Areu, the first Latino to own a major studio, has a Hollywood story himself",1,0,0,0,0
1272,Rune Factory 5 Preview: Live Your Comfy Gay Farming Fantasy,1,0,0,0,0
1273,Opinion | Schools are banning my book. But queer kids need queer stories.,0,0,1,0,0
1274,10 'Must-Watch' Black History Documentaries,0,1,0,0,0
1275,Oscar Isaac Put His ‘C*ck Sock’ in Denis Villeneuve’s Pocket on ‘Dune’ Set,0,0,0,0,0
1276,'It's about damn time for this:' Bryan Ruby becomes only active pro baseball player to be out as gay,1,0,0,0,0
1277,How Young Latinos Delivered Nevada to “Tío Bernie”,1,0,0,0,1
1278,'Scream' Screenwriter Kevin Williamson Confirms Billy and Stu's Queer-Coded Relationship Was Based on Real Gay Killers,1,0,1,0,0
1279,Just 15 Hilarious Gay Tweets Of The Week,1,0,0,0,0
1280,Office DJ: Music I put away when my mother's in town,0,0,0,0,0
1281,"How Muslims, Often Misunderstood, Are Thriving in America",1,0,0,0,1
1282,Following the Pansy Path,1,1,1,1,1
1283,"Vinnie Del Negro, a 75-1 underdog, wins Tahoe's celebrity golf",0,0,0,0,0
1284,NBA players face questions over shoe deals with Chinese companies linked to forced labor,0,0,0,0,0
1285,A Q&A With 'The Racial Muslim' Author Sahar Aziz,1,1,1,1,1
1286,Rejected Mail Ballots Are Showing Racial Disparities,0,1,1,1,0
1287,Lobbing them long: Throw-ins become effective goal-scoring tool in ISL,1,0,0,0,0
1288,A Mexican American is the first Latina president of Harvard Law Review,0,0,0,0,0
1289,‘Live Through This’ at 25: How Courtney Love Proved Herself to the World,0,0,1,0,0
1290,Green is the new black when it comes to investment opportunities -,1,1,0,0,0
1291,"Black History and education: Southern Indiana segregation limited opportunities, divided youth",0,1,1,0,0
1292,Andrew Cuomo Says N-Word During Radio Interview,0,0,0,0,0
1293,Florence Price Is not Your Negro | WQXR Editorial,0,1,1,1,1
1294,Yellowstone's 15 Best Lines From The Season 4 Premiere,0,0,0,0,0
1295,Bloodhound Gang 'Hooray For Boobies' Expanded Vinyl Reissue Available March 27,0,0,0,0,0
1296,Man claiming to have 'world's largest penis' sick of being asked to whip it out,1,0,0,0,0
1297,How to reduce breast size: 5 natural methods,0,0,1,0,0
1298,Rent the Runway introduces South Asian formal wear,0,0,0,1,1
1299,The 20 Best Quotes From Succession | TV Series,0,0,0,0,0
1300,"In Hollywood, China's influence 'is everywhere,' says Latrobe's Erich Schwartzel",0,0,0,1,0
1301,"Kid Rock: 'If homophobic slur offends you, good chance you are one'",1,0,1,0,0
1302,"Dear Dave Chappelle, transgender comedians can take a joke, but why are yours so unfunny?",1,0,1,0,0
1303,Should Britain's South Asian community be wary of Brexit?,1,0,1,0,0
1304,Relatively few Black women have served as federal judges,0,1,1,0,0
1305,Don't buy China's story: The coronavirus may have leaked from a lab,0,0,0,0,0
1306,Leave Mummy Wa Out of This: Isbae U Defends Girlfriend After He Was Accused of Demanding Sex for Roles,0,0,1,0,0
1307,"Q&A: Maia Kobabe, Author of Banned Book 'Gender Queer,' on the Controversy in NoVA and Gender Identity",0,1,1,0,0
1308,Jury awards $1.75 million to gay Staten Island man who claims NYPD assaulted him and called him “faggot”,1,0,0,0,0
1309,@z55man: Would you like an apology for the fact that I know people in the Canadian health sciences community and that my work is flexible enough to participate on this comment board?,0,0,0,0,0
1310,Boone's Winter Farmers' Market to host Queer Farmers' Day,0,0,0,0,0
1311,Restoring Hinchliffe Stadium one of the last remaining Negro League ballparks,0,1,0,0,0
1312,Nardo Wick - Who Want Smoke?? (Remix) lyrics,1,0,0,0,0
1313,US Muslims react to Biden's nomination of first Muslim woman to be federal judge,0,0,0,0,0
1314,Local Solutions Prepare South Asia for Searing Heat,0,0,0,0,1
1315,Remembering Lata Mangeshkar: Decades of a musical journey,0,0,1,0,0
1316,All Time Low Sue To ‘Prove’ Sex Abuse Allegations are ‘False’,0,0,1,0,0
1317,Lil Nas X & Jack Harlow – INDUSTRY BABY,1,1,0,0,1
1318,'You don't look gay' and other things people say to me as a lesbian in straight woman drag,1,0,1,0,0
1319,"Martha's Table CEO Kim Ford resigns, citing poor treatment - Washington Business Journal",0,0,1,0,0
1320,"Chinese dams on Mekong River endanger fish stocks, livelihoods, activists say",0,0,0,0,0
1321,Understanding racism: Embracing discomfort to educate children,0,0,0,0,0
1322,Beth Robinson becomes first out female LGBT appeals judge,1,0,1,0,0
1323,Is Arizona's Kyrsten Sinema bad for bisexual Americans?,1,1,1,0,0
1324,"China's zero-Covid strategy 'won't work' against omicron, says U.S. epidemiologist",0,0,0,0,0
1325,From Bondage to Freedom | Blair County incident precursor to Civil War,0,1,0,0,0
1326,"CAIR, a major Muslim-American group, and a mole revealed inside spies working with Steve Emerson",0,0,0,0,0
1327,"Oregon Appeals Court overturns decision denying trans prisoner’s legal sex, name change",0,0,1,0,0
1328,This Scottish chicken soup is its own kind of medicine,0,0,0,0,0
1329,The Much Misunderstood Wa of Myanmar and China,0,1,1,1,1
1330,The Islamic State Has Become a Resilient Insurgency,1,1,1,0,1
1331,This is the most incompetent and directionless government in Canadian history.,0,1,1,0,0
1332,Explained: Caste on US campuses,0,1,0,1,1
1333,New study reveals globe-trotting pedigree of South Asian songbirds,0,0,0,0,0
1334,Investment exec explains why Indian govt wants to 'tax the hell' out of crypto,0,0,0,0,0
1335,People Umar Gautam Helped Convert to Islam Deny Charges That He 'Forced' Them,0,0,0,0,0
1336,The Most Honest Book About Homosexuals: Patricia Highsmith’s Diaries and Notebooks,1,0,1,0,0
1337,Black History Month: Female Negro League trailblazer Toni Stone played for New Orleans Creoles,0,0,1,0,0
1338,City of Albuquerque Announces Naming of Office of Black Community Engagement — City of Albuquerque,0,1,0,0,0
1339,South Dakota bans trans women and girls from same-gender school sports teams,0,0,1,0,0
1340,The best insults from season 2 of HBO's Succession,1,0,1,1,1
1341,"Cheq Pied Cock 21S43892 G.Son of ""BOB'S CHOICE"" Awesome Racing Machine",1,0,0,0,0
1342,10 Books With South Asian Characters You Should Read in 2020,0,0,0,0,0
1343,"January 2022, first-ever Muslim American Heritage Month in Illinois, wraps up after Muhammad Ali Day celebration",0,0,0,0,0
1344,"As Beijing Takes Control, Chinese Tech Companies Lose Jobs and Hope",0,0,0,1,0
1345,What has Southasia been reading: 2021 Edition,0,0,0,0,1
1346,"Maia Kobabe's ""Gender Queer"" is targeted by conservative Texas politicians",0,0,1,0,0
