,sent,preds
3074,Hate-filled NYC teen attacks trans girl after online slurs,0
3075,On the subject of Brexit Saunders consistently writes from a biased position.,0
3076,Megan Thee Stallion Responds to Hip-Hop Addressing LGBTQ Hate - 'It Is About Time',0
3077,Philadelphia Orchestra and musical schoolchildren join forces to celebrate pioneering Black composer,0
3078,It's preposterous to expect people to travel far for weddings.,0
3079,Trans BMXer riding high as Olympic dream edges nearer,0
3080,Chris Morris? He's the nicest guy ever : Interviews 2022,0
3081,"LOL

Who says Russians don't have a wacky sense of humor?",0
3082,NEWSFLASH | Chinese President Xi Jinping Declares Beijing Olympics Open,0
3083,Kate Hina Sabatine Is Bringing Comedic Queer Content—and Style—to TikTok,0
3084,Michigan city gets ready to inaugurate all-Muslim government,0
3085,"Your comments seem to rest on the notion that Wynne's spending to-date has been without waste, larceny, subterfuge, lies, deceit, incompetence and self serving.",1
3086,Probably because the public secondary school system hasn't educated students about the realities of the job market or exposed them to the kinds of learning relevant for it.,0
3087,An income tax was never needed.,0
3088,I guess the drought is over?,0
3089,Paige VanZant on Rachael Ostovich BKFC fight: 'Come for the boobies',0
3090,"Nicotine and Erectile Dysfunction: Facts, Tips, Quitting",1
3091,"Amen Dave, the emphasis is on the verb enter through whatever gate is available.",0
3092,Josh Gibson,0
3093,South Asian gene does not fully explain COVID-19 susceptibility,0
3094,'Luca' director says they 'talked about' making the leads gay,0
3095,"American Training Center, Congreso partner to offer new option for aspiring Latinx health care professionals in Philly",0
3096,"McKenna’s summary is way too kind to Poloz’s soporific speech: “The Trump administration imposed duties of up to 24 per cent on Canadian lumber last month, while threatening unspecified future action against Canada’s dairy and energy sectors.",0
3097,Unfortunately people will have to look at other much older studies to see what you have learned.,0
3098,The question is do Leitch's values past the human test?,0
3099,The contrast between Poloz’s speech in Mexico City and the Questions and So-Called Answers that followed was glaring.,0
3100,Nor of the pronouncements of authority.,0
3101,"60 % of UK Youth Want Santa To Be Gay, But 17 % Gay And Lesbian Britons Oppose",0
3102,"Long Read: India’s 1000 one-dayers, one decade at a time",0
3103,9 Baseball Stars From the Negro Leagues Who Dominated the Game,0
3104,How do black holes form? | Astronomy.com,0
3105,Believers as Defined in Surat Al-Mu’minun,0
3106,"Living in Bondage, God Calling lead nominations for 7th AMVCAs",0
3107,"The_Bishop,_who_was_an_Aryan_along_with_that_Church._There_was_not_much_of_a_Western_Church._The_west_was_a_backwater_and_Italy_still_is.",0
3108,...and it is well known how just 1 (one) minor fender bender can create Carmageddon.,0
3109,no its the truth your just jealous of my comment because you cannot come up with anything better.,0
3110,Latinos kick off a campaign to oust Sen. Kyrsten Sinema. They might actually succeed,0
3111,Diamond regrets her reaction to Carlton's sexuality on 'Love Is Blind',0
3112,"You can argue that MSW's complaints are inconsistent or illogical, but you have no idea how sincere they are.",0
3113,XXXTentacion Documentary Officially Announced With Release Timeline,0
3114,ScHoolboy Q Says Golf Changed His Life,0
3115,Le Penne is the only hope of salvation for France.,0
3116,42 Dugg and Roddy Ricch's '4 Da Gang' Lyrics,0
3117,Two bus stop shootings???,1
3118,"You might just try human beings, we have that much in common.",0
3119,Brooklyn Nets to Honor Black History Month with Series of United Games Throughout February,0
3120,DCEU Harley Quinn Is Bisexual - Is She In The Comics?,0
3121,‘A wonderful experience’; Chinese-American veterans from Hawaii receive Congressional Gold Medal,0
3122,US says Chinese warship fired military laser at US aircraft,0
3123,"so as usual, a lib government is adding more costs to an industry that already has competition in some shaddy areas of society thus guaranteeing the shady side will prosper more!",0
3124,Odd how our feminist PM drops this on us 4 days before the BC election.,0
3125,"I see your point, Garth.",0
3126,Saba: Few Good Things Album Review,0
3127,Look in the mirror first Mark then answer your question as it applies to all those who constantly posted their vile hate comments about Harper.,0
3128,‘Miserable and Dangerous’: A Failed Chinese Promise in Serbia,1
3129,Trans activists cannot hide their misogyny,1
3130,Why the rise of the ironic homophobic meme isn't a bad thing,0
3131,Hockey player Zach Sullivan comes out as bisexual,0
3132,Ben Whishaw Admits the Reveal That His James Bond Character Is Gay Felt 'Unsatisfying',0
3133,"Well quite frankly, I think she and most others deserve a second chance.",0
3134,On his watch as the AU chief mediator for AUHIP for Sudan and Darfur - and with the connivance of former AU Chair Nkosazana Dlamini-Zuma  - Mbeki has seen this formula for a 'roadmap' document's very limited and one-sided 'success'.,0
3135,"You say ""Note to Trudeau: you were voted in to look after Canada, not the UN, not Africa.""",0
3136,"Every time my plane from Southeast lands in Anchorage or Fairbanks, I have to laugh at the funny looking trees.",0
3137,"Sounds as if this applies to the Arch:  “Youth ages, immaturity is outgrown, ignorance can be educated, and drunkenness sobered, but stupid lasts forever.”  (Aristophanes)",1
3138,"Joe Rogan: Only ‘100 percent African’ people should be called Black, Trevor Noah Claps Back",0
3139,"If you bother to actually look it up, Ontario tax rates are competitive compared to other provinces.",0
3140,"In 'Black No More,' the Evolution of Black Music, and a Man’s Soul",0
3141,"""Give me your tired, your poor,
Your huddled investors yearning to breathe free""

Immigrant investors, Totalitarian regime refugees, multi-national developers, international bargain hunters.....Come one, come all, this land is your land, this land was my land, it now goes to the highest bidder.",0
3142,"You do realize that a vast majority of the 'party-'til-I-die' overdosers are substance tourists who come from out of province (mostly Canada, many fro Quebec).",0
3143,"Apparently, they brought back David's post.",0
3144,Wow!,0
3145,Rogue black hole spotted on its own for the first time,1
3146,How Bisexual Women Are Being Failed By Their Partners,0
3147,"Yet those ""with even just half a wit"" seem to think they know it all when it comes to the use of solitary confinement.",0
3148,Outlander's John Bell 'had moments of wanting to pray the gay away',0
3149,"Hlabirwa, how about the govt that is supposed to be looking after the interests of the prev.",0
3150,Burien's Kennedy Catholic president on leave after gay teacher controversy,0
3151,Pavone is an extremist.,0
3152,"Honestly, who cares about sand volleyball?",1
3153,The Desi Dost Project: Impact Reporting At India Currents,0
3154,Keith Richards and Noel Gallagher Compared Bad Bandmates,1
3155,"Davis Filfred...""Native Americans"" encompasses ANYONE born here, LOL.",0
3156,I said Truman intergrated the armed forces in 1948.,0
3157,"Sameer Wankhede's first wife's father reacts to speculations around NCB chief's religious background, say",0
3158,"Campaigning is easy, if, like her, you're a corrupt, amoral pathalogical liar.",1
3159,And how is your most recent learned tome doing Tabby ?,0
3160,You gotta admire the brass on her attorney.,0
3161,The 20 Best Quotes From Succession | TV Series,0
3162,South Asian eateries in U.S. distinguishing cuisine from 'Indian food' umbrella,0
3163,"Oh France, my France; may you endure such turbulent times.",0
3164,Eid al-Adha 2021: When is the Muslim festival and how will it be celebrated amid COVID-19?,0
3165,"Négrodalitalité, la Negrodalitality",1
3166,Counterweight and the Movement Against Wokeness,0
3167,Google bans woman advertising faggots at Fanny's Café for 'offensive language',1
3168,QAnon Rep. Melts Down After Someone Vandalizes Her Anti-Trans Sign: 'This Is Criminal Activity!',1
3169,Round Rock Express connect to history through Austin Black Senators | MiLB.com,0
3170,"Hillary Clinton gay rumors resurface; Bill Clinton's wife accused of being bisexual, having multiple partners",0
3171,Breaking News: Man changes behaviour after realising he was wrong,0
3172,I can see how the Wild Rose faction might like M. Bernier but I'm not so sure how well he'll work with the more moderate Tories.,0
3173,“Why I changed my name to hide my South Asian identity”,1
3174,"""Built Different"" | Rudy Gay Overcomes The Odds On And Off The Court",0
3175,"What Leondra Kruger, a Potential Nominee, Could Bring to the Supreme Court",0
3176,Avon...Let's put some lipstick on this pig.,1
3177,Flood victims endure in drenched anonymity while a  celebrity dilettante occupies the attention of media obsessed with the spectacular and dusinterested in  the actual news.,0
3178,your ad hominem attacks only reflect a social pathology,0
3179,Right on 64!,0
3180,"For one Colorado trans woman, long-term care was her only option for housing — but getting in was an eight-month struggle",0
3181,"Jharkhand: Violence erupts in Hazaribagh-Koderma after Muslim residents protest against Saraswati Visarjan procession, one minor dead",0
3182,What does 'queer' mean? Definition and history,0
3183,"If corruption reigns supreme, Christy is a shoo-in for another four years.",0
3184,Beijing Olympics 2022: Alibaba launches NFT in traditional Chinese ink painting style,0
3185,"They don't want to be blamed for making the wrong choice, so they want to act like a so called civilian panel who is ""neutral"" made the choice.",0
3186,'I performed the least gay version of my body I possibly could',0
3187,"From California, A Watershed In Fight Against Indian Caste Oppression",0
3188,"Flee: inside the film about a Kabul boy who finds happiness, cats and a husband in Denmark",0
3189,40 Weird And Funny Pics From This Facebook Page Prove That Humans Are Unlike Any Other Species,1
3190,"""As for 'foreign interference': how about Obama's repeated (and widely publicised) calls to Macron?",0
3191,Understanding racism: Embracing discomfort to educate children,1
3192,"SCAM, eventually facilitated by our legislature, or passed on to the next highest bidder.",0
3193,Sex Pistols interview: Steve Jones on punk and 1977,1
3194,when are Mason and Clark announcing their wedding date?,0
3195,Civil rights leaders call on the NFL to replace the Rooney Rule,0
3196,Only in your little world.,0
3197,Kids being used as pawns by the educational establishment.,0
3198,"Actually, you're wrong.",0
3199,Carter G. Woodson,0
3200,Michigan city becomes first in the country to inaugurate all-Muslim government,0
3201,One more...Southwest!,0
3202,Orlando Magic Host Black Business Summit at Amway Center,0
3203,Vinny Del Negro reveals his favorite golf course and dream foursome,0
3204,Jorge Zamanillo Appointed Founding Director of Smithsonian's Latino Museum,0
3205,How 'QueerTok' is helping bisexual people overcome erasure,0
3206,Illinois high schoolers survey if 'queers' should use the bathroom with 'normal people',0
3207,2 Chainz Catches Fabolous Getting His Nails Done While Out at Dinner - Watch,0
3208,How a Muslim dating app made UK man’s search for a wife go viral,0
3209,Slip it by?,0
3210,Just 15 Hilarious Gay Tweets Of The Week,1
3211,"You forget to follow up with the ""whole lot"" part...Please follow up and help us see what the Fake News is hiding..#MAGA",1
3212,"Ahhh, no.",0
3213,Trans teens may not share gender identity to providers,0
3214,Agree:   Funny how election support works.,0
3215,Islamophobia Awareness Month isn't for every Muslim,0
3216,"Nobody's Darling, opened by Black lesbians in Chicago, becomes a haven for outcasts",0
3217,There is no energy levy style tax that is worth considering.,0
3218,Amy Schneider is first trans contestant to qualify for 'Jeopardy!' Tournament of Champions,0
3219,"Read the New Pamphlet, “Muslims and Latter-day Saints”",0
3220,Chinese Authorities Trace Origins of Chained Woman After Footage Stirs Online Anger,0
3221,Christian preacher celebrates fatal accident at Florida Pride “f*g” parade,0
3222,Trans Comments From Dwayne Johnson Result In Push To Get The Rock Canceled,0
3223,HAHAHAHAHAHAHAHAHAHAHA!!!!!!!!,1
3224,Kerri Colby Was One of the First People Kornbread Came Out To,0
3225,From Bondage to Freedom | Blair County incident precursor to Civil War,0
3226,https://en.wikipedia.org/wiki/Victim_blaming,0
3227,"Trump Used Racial Slur During ‘Celebrity Apprentice,’ Former White House Aide Says",0
3228,‘It’s OK to be gay’: family supports 12-year-old in first Pride March,0
3229,"Researchers find disparities in suicide risk among lesbian, gay, and bisexual adults",0
3230,"ASU's first South Asian fraternity focuses on family, culture and respect - The Arizona State Press",0
3231,>>>Probably paid to change the ticket to sent their son home earlier hoping his seat would be open for the toddler.,0
3232,Drake – Knife Talk Lyrics,0
3233,Colorado Gov. Jared Polis' Wedding Marks 1st Same-Sex Marriage Of Sitting Governor,0
3234,"Ms. Renzetti, you fail to recognize a few important facts.",0
3235,How do you define sin?,0
3236,I've had these PETA nuts confront me for the way I treat my dog.,1
3237,CPS apologises for 'victim blaming' in bisexual doctor's murder trial,0
3238,Should Schools Have an N-Word Policy? Uproar Over Guard's Firing Forces Hard Questions,0
3239,COVID-19 vaccine side effect could falsely look like breast cancer symptom,0
3240,"she did not have to answer, she chose the answers thus nothing was taken out of anything, this is typical hillary blame everyone else bs",0
3241,Florida Rapper Tokyo’s Revenge Breaks Out With His Viral Hit “Goodmorningtokyo!”,0
3242,"UK 'leads the charge' in demonising trans people, Natasha Devon declares",0
3243,The 'Q' in LGBTQIA+ and how the meaning has evolved,0
3244,"Wikileaks: ""“HRC says I'm Kind Of Far Removed” From The Struggles Of The Middle Class “Because The Life I've Lived And The Economic, You Know, Fortunes That My Husband And I Now Enjoy.”
Benghazi fiasco.",0
3245,"Truth is, the dynamics of intelligence and religious authenticity are one and the same.",0
3246,Stupid Champlain;  building his settlement on Montreal island 's floodplains.,1
3247,Preservation project underway for 1940s film 'Negro Durham Marches On',0
3248,What Forces Are Fueling Myanmar's Rohingya Crisis?,0
3249,I agree he is his own worst enemy.,1
3250,"ADN, why no article on this moron from Wasilla?",1
3251,Justin has been up all night in meetings with his defense minister and they have come up with a whole bunch of new platitudes to throw at those damn Yankees.,0
3252,"1) because of Islam, which is an all or nothing, fight to the death philosophy
2)  because of Islam, which is an all or nothing, fight to the death philosophy",0
3253,His indoctrination sounds pretty good.,0
3254,"With help from Latino voters, Bernie Sanders hits the Nevada jackpot",0
3255,Are you calling Cleanup names?,0
3256,Do I Need to Be Visibly Queer?,1
3257,Hmm.,0
3258,Amir Locke was fatally shot by Minneapolis police. The case is under review,0
3259,"Uh, who cares?",1
3260,"Obviously, YOU ARE AN AIRLINE EMPLOYEE because, the fine print on tickets are to abuse a customer.",1
3261,"zzbottom:

Why don't you like this comment.",0
3262,'Wuhan of the Strip': These Casino Staffers Are Working in Fear,0
3263,Biden nominates first US Muslim woman to federal court bench,0
3264,Program Between Columbia and United Negro College Fund Links HBCUs and CUIMC,0
3265,"so long as they ban union donations, I'm good with it.",0
3266,Just need a few more videos to come out....,0
3267,"Yeah, the ""markets are going to crash if Trump wins the election"" never did actually pan out, so lets move on to something else!!",0
3268,Lab that first shared coronavirus sequence closed for ‘rectification’,0
3269,Hardly.,0
3270,"I think you and I are in agreement on Schill's ""rush to judgment"" regarding Ms Shurtz.",0
3271,Chattanooga Police Report Spike in Robberies Targeting Latino Community in Highland Park,0
3272,"Please ignor Watson, he is in fact just looking for attention.",0
3273,The Bay must never give up fighting Pebble.,0
3274,"You miss it, Angus.",0
3275,"Yes, We're Calling It Hispanic Heritage Month And We Know It Makes Some Of You Cringe",0
3276,The first mover is the one that causes the damage.,0
3277,"On the contrary,  as Renzetti makes perfectly clear at the outset, Clinton accepts full responsibility for her own failures, but does insist on the qualifying, unarguable fact that some highly questionable elements contributed to her defeat.",0
3278,'I had to come out as trans when I sold my mum's car',0
3279,"AP: ""the full scope of Russia’s interference and potential Trump ties become clearer""
Fudge
From what I have read there is yet to be any direct evidence of Russia's offcial involvement.",0
3280,Genius English Translations - MARK - Child (English Translation) lyrics,0
3281,"Trudeau spoke of his ""Canadian values"" but when Leitch campaigned on it, she was accused of being anti-everything.",0
3282,"Pedestrians, watch for drivers.",0
3283,"Here's the thing with bigots, just own it.",1
3284,"Shatta Bandle Is Far Gone! Screenshot: I'm the Young Rich Nigga Himself - South African Musician, Cassper Claims",1
3285,What a guy!,0
3286,Heck our government is sexist.,1
3287,Watch for a big Russkileaks drop this week from Yulian Assangenov.,0
3288,"You probably own three cars, a motorcycle and a moped and never ride The Bus.",1
3289,"Make The Witcher's Jaskier Bisexual, You Cowards",1
3290,Or add to it(New Testament).,0
3291,New study reveals globe-trotting pedigree of South Asian songbirds,0
3292,"Telangana’s Statue of Equality, inaugurated by PM Modi, is made in China. ‘Irrelevant’, says BJP",0
3293,Odisha octogenarian's 'Vihanga Samhita' documents avian heritage,0
3294,"CIVIL COMMENTS IS JUST LIKE RUSSIAN COMMENTS IN THEIR NEWSPAPERS
YOU CAN ONLY SAY WHAT THE GOVERNMENT ALLOWS
NOT IN USA
CIVIL COMMENTS LLC IN PORTLAND OREGON IS A DOMESTIC TERRORIST GROUP!!",1
3295,Can JT hand deliver the money in the Sudan and stay there?,0
3296,How much koolaide does it take to wash it down.,0
3297,What action will he take?,0
3298,Paul Thomas Anderson's 'Licorice Pizza' tour of the Valley,0
3299,"I suggest that you go to your dictionary and look up the words ""whine"" and ""sneer"".",0
3300,"USCIS website, one condition of the EB-5 program is that each investor must, ""Plan to create or preserve 10 permanent full-time jobs for qualified U.S.",0
3301,"Cock Cock… Who's There: A Bold, Intimate and Powerful “Subversion of Victimhood” Coming to Adelaide Festival",1
3302,"let's add one more, OJ simpson, if we are going to appoint crooks to the committee might as well have a male one too.",0
3303,Online ‘Auction’ Is Latest Attack on Muslim Women in India,0
3304,Human Rights Campaign Responds to USA Swimming's Last-Minute Policy Unfairly Impacting Transgender Swimmers,0
3305,National Council Of Negro Women Honor…,0
3306,"Gangubai Kathiawadi: Netizens furious over `racist` scene, Vijay Raaz playing trans role",1
3307,"Interim director of MSU's Native American Institute sues over sexual harassment, discrimination",0
3308,"this is not real hula its fake hula all its about is commie Hawaiian activist trying to stir up trouble and making fun of real Hawaiian hula, real Hawaiian hula has no communist ties.",0
3309,The reek of truth was too much for the sensitive noses at the Globe.,0
3310,Wormholes Reveal a Way to Manipulate Black Hole Information in the Lab,0
3311,Teacher told students fetuses turn gay when they're “unwanted in your parents' womb”,1
3312,"Close it, make Piikoi run mauka makai & Pensiacola run makai mauka - Don't know why this has never been tried.",0
3313,COVID-19 increased censorship circumvention and access to sensitive topics in China,0
3314,Fairytale ending: Shane MacGowan explains 'faggot' reference in Christmas song,0
3315,Prayers  for his family...,0
3316,Which Real Lesbian Bars Would American Girl Dolls Have Visited?,0
3317,"Whatever you do, don't come here.",0
3318,Black History Month Spotlight: William Madison McDonald – Welcome to the City of Fort Worth,0
3319,Two High-Powered Black Attorneys Confront a Justice System’s Flaws,0
3320,"Vinnie Del Negro, a 75-1 underdog, wins Tahoe's celebrity golf",0
3321,Halsey Bares Breast on New Album Cover in Instagram Post,0
3322,"I've scanned the article and saw a few sentences I found so offensive I won't read the article talking about making over $100,000 profit in 37 days.",0
3323,Fortunately most young people are rebellious enough to reject quack religions.,0
3324,"It bugs me when pundits say ""They're not perfect, but...""
How far from ""perfect"" are the BC illiberal Liberals?",1
3325,I currently work for FAA and will/would greatly benefit financially if they do privatize the ATC services.,0
3326,"And Just Like That writer on Harry's ""substantial penis"" size",1
3327,I'm a Eugene Ear.,1
3328,Reds Hall of Fame hosts Negro Leagues exhibit - Cincinnati Business Courier,0
3329,That's what happens when the teachers hired are only in it for the money.,0
3330,Andrew Cuomo Says N-Word During Radio Interview,0
3331,Most Anticipated Reads for the Rest of Us 2022,0
3332,"The only reference to ""Indian Preference Act"" I found referred to the one passed in 1934. 
https://duckduckgo.com/?q=Indian+Preference+Act&t=opera&ia=web
Got a link to show ""Indian preference"" in 1817, which would support your claim that this has been around for almost 200 years?",0
3333,Instead of seeing Macron as a victim - perhaps people should refocus the lens a bit and consider people like Macron or Clinton unfit for higher office because they they can't secure an e-mail server or are foolish enough to fall prey to a phishing scam in which they gave out their password.,0
3334,Lesbian Sues US Army and Air Force Over Boss' Demand She Grow Her Hair and Wear Makeup,0
3335,Nigo & A$AP Rocky - Arya lyrics,0
3336,Patrons say ‘bye’ to Belle’s as Basix turns chapter as Cedar Rapids’ only LGBTQ bar,0
3337,"It's time for Canada, the U.S. and Mexico to agree on a floor price for oil as part of the NAFTA renegotiation.",0
3338,"This video of young Tory members is pathetic, but memeable",0
3339,Why Halloween is 'gay Christmas' to many LGBTQ Americans,0
3340,"Tomboys, trans boys and 'West Side Story'",0
3341,"Quidditch to change name, citing J.K. Rowling's 'anti-trans positions'",0
3342,"Hateful and Threatening Messages Filled Seattle City Council Inboxes Last Year, Especially Sawant's",0
3343,"Bob Dylan Goes Punk on Late Night with David Letterman, Playing “Jokerman” with the Latino Punk Band, the Plugz (1984)",1
3344,Hey we have an expert here who's actually read the bill.,0
3345,Ranavat Is the First South Asian-Founded Ayurvedic Skin-Care Brand at Sephora | Review,0
3346,"Martha's Table CEO Kim Ford resigns, citing poor treatment - Washington Business Journal",0
3347,The Particular Pressure To Be Successful As A British South Asian Woman,0
3348,"Kind of the reverse of ""too big to fail.""",0
3349,"Among other costs, shippers are trying to pass along a 52% HIKE in Wharfage rates due to DOT Harbors unwarranted $800 MILLION DOLLAR container yard at the former Kapalama site.",0
3350,wiliki continues to spread lies and falsehood about rail and preschool.,0
3351,Bloomberg Apologized for Stop-and-Frisk. Why Won't He Say Sorry to Muslims for Spying on Them?,0
3352,"In India, wearing hijab bars some Muslim students from class",0
3353,"Once again, not only on paying for the promises in his platform, John Horgan and the NDP have no plan.",0
3354,Roddy Ricch – ​late at night Lyrics,0
3355,Chinese students share experience of adjusting to student life in Australia,0
3356,Gay penguins raise newly hatched chick at New York zoo,1
3357,"Taken from my article A Bond of Divine Mercy in the link below, perhaps some may consider reading it.",0
3358,Most people buy non-refundable tickets.,0
3359,"Murkowski, breaking with GOP, says Biden is right to nominate a Black woman to Supreme Court",0
3360,Michael Phelps's trans ex-girlfriend blames him for Lia Thomas's teammates' anti-trans letter,0
3361,Hari Nef on This American Wife,1
3362,My husband is gay but we’re married with two kids and have great sex,1
3363,But it was Macron who got hacked?,0
3364,Fiery rhetoric aside.,0
3365,"Not a bad article, even the ""couldn't blame them if they let it go Sunday"" - but the headline suggesting they have already quit is inappropriate.",0
3366,That would be useful but the men demand children and keep their multiple wives continually pregnant.,1
3367,"Simple solution....prohibit all overbooking of flights and make all regular refundable fares not cancelled within a prescribed period ""non-refundable"".",0
3368,more bad trump judgment,1
3369,the first and only thing important to ontario's economy is getting rid of the liberals,0
3370,"Tell ya what, Samuel-Oliver-Thomas, since we're naming names, how about Liberal/Real Estate Party?",0
3371,The real problem is the head clown in the white house has told the immigration and border people they are free to be as abusive as they choose.,1
3372,The Oroville Chinese Temple opened up for the first time in two years to celebrate the Lunar New Year,0
3373,"i am no fan of christy's knee jerk responses to the  hockey riots and similar issues, but she works hard, is tough as nails,  and has a lot more tact than her counterparts.",0
3374,My Society might reject your membership if you keep up the lying.,0
3375,‘The Voice’ Winner Sawyer Fredericks Comes Out As Bisexual,0
3376,There is no doubt she broke the letter of the law.,0
3377,"Cat:

Your ""biggest concern is.....""  

MY biggest concern is whether to have a slice of cheddar on my home-baked apple pie this evening.",0
3378,Why Do I Feel Weird Calling Myself Bisexual?,0
3379,"Peng Shuai, the Chinese tennis star, denies sexual assault by government leader",0
3380,Check out the financial statements of SNC Lavalin.,0
3381,WigandFakeNose Canadians are the biggest freeloaders and mooches in the world when it comes to having a military.,1
3382,"Leeds goalkeeper Kiko Casilla was banned for using N-word, confirms FA",0
3383,Telling Trans Stories: Jeremiah - HRC,0
3384,Why...#MAGA,1
3385,"Yet you would be the first to defend military action against Hitler and Mussolini, I imagine!",0
3386,Why Do Dogs Tilt Their Heads? New Study Offers Clues,0
3387,"Oh man, now everyone knows.",0
3388,i have no idea what you are trying to say.,0
3389,"7 Things to Know About Transitioning, Hormones, and Breast Growth",1
3390,Black History Month: Tony Dungy and Lovie Smith coaching in Super Bowl XLI inspired a generation of players,0
3391,I'm a bisexual woman and I don't know how to date non-queer men,0
3392,"How interesting that the Gardner after spending years in the DAs office, very knowlegable about DUII case law, suddenly claims ignorance when his EPD buddy is in trouble.",0
3393,False and misleading attacks.,0
3394,Waha,1
3395,This is like reading one of those columns by people who think we lost the Vietnam War because we just didn't have enough courage to stick it out.,0
3396,I think you misunderstand politics.,0
3397,Okay!,0
3398,Coolan should change the top of the batting order except for Garcielita.,0
3399,"Of course Trudeau wouldn't have been in the House of Commons Friday to explain, as he already put in his one day a week on Monday (where he was busy ursurping democracy).",0
3400,"Next, read it again, but this time in French.",0
3401,"Why would we need ""stealth"" to bomb third world countries?",0
3402,I'm A Young Bi Dad. Here's What People Get Wrong About Me,1
3403,Was That Steve Zahn's Real Penis in 'The White Lotus' on HBO Max?,1
3404,"""Two government sources insist the threat has nothing to do with U.S. President Donald Trump; they say it’s a one-off, specific action related to one dispute, and one Democratic senator in one state.""",0
3405,Ruth Jones and the BBC defend Gavin and Stacey stars singing homophobic slur ‘f*****’ in Fairytale of New Y...,1
3406,13 States With Recent Hispanic Population Growth | Best States | US News,0
3407,Faith in Action: Antisemitism in ourselves and society,0
3408,Black and Latino Voters Are Looking for ‘More Than Just Some Token Words’,0
3409,and then forever flounder in the tiny political wasteland of Canada's far right.,1
3410,She's the best candidate and ran on the best ideas.,0
3411,"That has to be the dumbest reply to a comment I have ever read, but TY.",1
3412,Young Latino artists should definitely listen to Edward James Olmos,0
3413,But she is asking for it - that is the whole point,0
3414,"Please, find time to learn from this kind and gentle heart...",0
3415,Another Problem for 'Latinx',0
3416,Gen Z and millennials are hung up on penis size during sex: survey,1
3417,"LIVE: Sleaford Mods @ Brighton Dome, Brighton",0
3418,"there are lots of open jobs in hospitals, public health units, doctors offices, large food companies etc.",0
3419,Knock it off.,1
3420,"Sandra, have you been living in a cave?",0
3421,"Yes, it's nice that you win awards in the small pond of Canadian newspaper journalism.",0
3422,I hope the injured driver is going to be okay.,0
3423,Black and Latino caucuses voice support for proposed budget,0
3424,"Sincere condolences to Ms. Dorherty's family, friends, neighbors, and other loved ones.",0
3425,A fairly common approach fopr deep ecology socialists.,0
3426,"'Violence, trauma, pain': After 200 years, racially insensitive Illinois creek name may change",0
3427,What could they possibly report that would be favorable to Trump?,0
3428,"In Chicago, a New Approach to Gay and Bisexual Men With Prostate Cancer",0
3429,Another dummy Dem who's still stuck on stupid.,1
3430,He is a banker.,0
3431,"I didn't see anything about Christy as Education Minister under Gordo who took away all powers of teachers,  fought court decisions all the way to the Supreme Court of Canada only to loose again...so how much did this cost us taxpayers for this Social Credit (they are NOT Liberals)party for all the lawyers and court costs then have to pony up the hundreds of millions of dollars that  they should have provided in the first place for public education?",0
3432,Is it OK to love a lesbian as a friend if you are male!!!,0
3433,"Site C Dam is nothing more than a BC ""Liberal"" Tax Payer funded jobs program that benefits the party donors.",0
3434,I don't remember it being an issue of rail or no rail.,0
3435,Why the n-word doesn't go away,0
3436,"Author of 'Gender Queer,' one of most-banned books in U.S., addresses controversy",0
3437,All this Saunders bashing is a bit odd considering that he's correct.,0
3438,"Yeah yeah yeah,, eat whatever political crap we shove down your throat and call it democracy.. 
im voting for whoever cuts all goverment budgets by 10% to 50% before we all end up with concentration camp communities for Cash Cows of the great Global Prospectus... Time to choke on it freaks , your plans are not my plans",1
3439,By ignoring them and sending one of them to Guam?,0
3440,Liam Gallagher - Everything's Electric lyrics,0
3441,Inside the Left wing Auckland Mayoralty meltdown – Labour has some explaining to do,1
3442,Lawmakers Say This Holy City’s Airport Code Is Too GAY,0
3443,"Don't give us candidates that are your best and brightest, give us candidates that can fill our quota.",0
3444,just make sure that by finding your new customers the U.S. will merrily go along with saving you the expense of providing your national defense.,0
3445,There are just no words to convey my respect for these guys.,0
3446,Lead Poisoning in Black Communities: History & Consequences,0
3447,Landlord put up a sign with an anti-gay slur & told protestors it's a communism joke gone awry,1
3448,"No, the crappy cheapo insurance you had before wouldnt cover diddly until the 80% rule kicked in, flybynite insurers disappeared because they sucked.",1
3449,British Cycling faces revolt as athletes blast its trans policy,0
3450,'90 Day Fiancé': Angela and Michael Are In Complete Shock Over Her Breast Reduction Surgery,0
3451,Social Media Thinks Tom Brady Said A Racial Slur When Greeting Ed Reed Before SNF Game (VIDEO + TWEETS),0
3452,Unreleased Nas Freestyle Dissing Tupac Shakur Surfaces - Listen,0
3453,"Unfortunately, this is true; no, you're not dreaming.",0
3454,Valid point to a fish eater but not a fisherman.,0
3455,Andrew Weaver is my current MLA.,0
3456,Evidence of your claims please.,0
3457,Latino vs Hispanic - The Difference Between the Meanings,0
3458,Taiwan and China Are Both Closely Watching Ukraine Crisis,0
3459,Report - Lil Uzi Vert Pleads No Contest in Assault Case Against Ex-Girlfriend,0
3460,Bigoted candidate has it wrong: Turning Boynton Beach 'gay' is just what it needs | Frank Cerabino,1
3461,Latino civil rights organization drops 'Latinx' from official communication,0
3462,It depends.,0
3463,Pixar's Onward finally gets the “exclusively gay moment” right.,0
3464,Good piece.,0
3465,This why we all need to resist the tendency to obtain our information from only one or two sources.,0
3466,You might want to reinvest your $29 per month in spelling lessons.,0
3467,"Bisexual Men, What Misconceptions Are You Tired Of Hearing?",1
3468,The Best LGBTQ Bars in Phoenix,0
3469,If he speaks common sense yes.,1
